req_id,client_id,job_title,job_category,employment_type,location,priority,openings,bill_rate,pay_rate,open_date,target_close_date,status,recruiter_owner
1185,39,Mechanical Engineer,Manufacturing,Contract,"Newark, NJ",Medium,8,112.78,81.49,2022-01-24,2022-04-02,Open,4
1186,42,Cloud Architect,IT,Permanent,"Atlanta, GA",High,7,0.0,100355.03,2023-03-16,2023-04-26,Closed,9
1187,19,Physical Therapist,Healthcare,Permanent,"Boston, MA",Medium,6,0.0,102994.51,2022-01-18,2022-04-21,Closed,23
1188,29,DevOps Engineer,IT,Contract,"Baltimore, MD",Medium,8,96.23,65.68,2022-08-26,2022-11-21,Closed,4
1189,20,Financial Analyst,Finance,Contract,"Houston, TX",High,4,61.5,45.69,2022-04-08,2022-07-18,Filled,19
1190,6,Network Engineer,IT,Contract,"Miami, FL",High,1,82.26,62.83,2024-01-11,2024-04-22,Filled,9
1191,20,RN - ER,Healthcare,Contract,"Portland, OR",Medium,1,116.75,79.82,2023-08-02,2023-11-16,Open,23
1192,49,Cybersecurity Analyst,IT,Permanent,"Columbus, OH",High,6,0.0,124602.18,2023-05-27,2023-08-05,Filled,23
1193,33,Physical Therapist,Healthcare,Permanent,"Newark, NJ",Medium,2,0.0,129398.97,2022-03-25,2022-05-07,Filled,5
1194,1,Credit Analyst,Finance,Contract,"New York, NY",High,7,91.6,63.4,2023-03-25,2023-05-08,Filled,6
1195,34,Financial Analyst,Finance,Contract-to-Hire,"Philadelphia, PA",Medium,2,61.19,46.96,2023-02-13,2023-03-16,Filled,10
1196,44,Accounting Manager,Finance,Contract,"McLean, VA",High,3,91.8,68.07,2023-08-01,2023-11-22,Open,17
1197,14,Risk Analyst,Finance,Permanent,"McLean, VA",Medium,8,0.0,136399.65,2023-06-16,2023-10-01,Filled,7
1198,22,Actuary,Insurance,Contract,"Orlando, FL",Medium,3,63.14,47.45,2022-01-11,2022-03-22,Open,16
1199,1,.NET Developer,IT,Contract,"San Jose, CA",Medium,2,106.12,74.28,2023-07-05,2023-10-01,Open,20
1200,39,LPN,Healthcare,Contract,"Chicago, IL",High,4,55.34,41.15,2022-12-20,2023-04-09,Open,10
1201,28,Mechanical Engineer,Manufacturing,Permanent,"McLean, VA",Medium,9,0.0,119699.23,2023-10-02,2023-12-22,Closed,21
1202,13,Risk Analyst,Finance,Contract,"New York, NY",Medium,10,97.41,67.24,2022-10-14,2022-12-05,Open,5
1203,34,Project Engineer,Energy,Permanent,"Boston, MA",Low,10,0.0,113362.26,2022-12-05,2023-03-18,Open,24
1204,40,Supply Chain Analyst,Logistics,Contract-to-Hire,"Chicago, IL",Low,3,66.74,45.4,2022-08-10,2022-09-20,Open,6
1205,1,Physical Therapist,Healthcare,Contract,"Los Angeles, CA",Medium,8,56.22,43.68,2023-06-08,2023-09-02,Open,10
1206,49,Medical Coder,Healthcare,Contract,"Baltimore, MD",Medium,6,69.26,49.82,2023-01-30,2023-05-30,Open,17
1207,34,SQL Developer,IT,Contract,"San Francisco, CA",High,7,120.66,92.21,2023-10-11,2023-12-15,Closed,15
1208,45,Physical Therapist,Healthcare,Contract,"Philadelphia, PA",High,1,104.83,77.13,2023-10-30,2024-01-12,Open,15
1209,43,Credit Analyst,Finance,Contract,"Columbus, OH",Medium,3,108.28,75.95,2022-07-15,2022-10-01,Open,7
1210,24,LPN,Healthcare,Permanent,"Detroit, MI",High,6,0.0,79616.65,2022-11-14,2023-01-25,Open,17
1211,1,Actuary,Insurance,Permanent,"Nashville, TN",Medium,7,0.0,85477.09,2022-10-09,2023-01-29,Open,23
1212,17,Compliance Officer,Finance,Contract,"Austin, TX",Low,8,100.02,77.73,2024-01-06,2024-04-05,Filled,6
1213,48,Physical Therapist,Healthcare,Permanent,"Dallas, TX",Low,3,0.0,125557.3,2023-01-14,2023-02-16,Open,5
1214,27,.NET Developer,IT,Contract,"Dallas, TX",Low,5,54.48,40.52,2022-11-18,2022-12-30,Open,21
1215,48,Radiologist Technician,Healthcare,Contract,"Charlotte, NC",Low,6,76.61,57.24,2023-12-28,2024-02-17,Closed,1
1216,26,Risk Analyst,Finance,Contract-to-Hire,"Houston, TX",High,5,117.02,87.41,2022-07-17,2022-10-19,Open,6
1217,3,LPN,Healthcare,Contract,"Philadelphia, PA",High,5,98.68,73.9,2022-06-27,2022-10-16,Open,18
1218,8,Business Analyst,IT,Contract,"Houston, TX",High,2,87.3,66.66,2023-08-03,2023-10-31,Open,6
1219,6,Accounting Manager,Finance,Contract,"Austin, TX",High,4,75.4,56.0,2024-02-25,2024-04-16,Open,15
1220,47,.NET Developer,IT,Contract,"New York, NY",Medium,1,74.62,55.82,2024-02-05,2024-03-22,Filled,23
1221,12,React Developer,IT,Contract,"Chicago, IL",High,3,61.23,43.57,2022-07-12,2022-09-14,Open,9
1222,29,Compliance Officer,Finance,Contract,"McLean, VA",Low,8,57.39,41.06,2022-12-24,2023-04-15,Open,2
1223,38,Mechanical Engineer,Manufacturing,Contract-to-Hire,"Portland, OR",Medium,4,62.46,46.02,2023-03-21,2023-06-03,Open,23
1224,36,Medical Coder,Healthcare,Contract,"Seattle, WA",Medium,1,57.26,43.37,2022-08-12,2022-11-09,Open,17
1225,41,Risk Analyst,Finance,Contract,"Charlotte, NC",Medium,10,88.02,63.97,2023-01-17,2023-04-29,Open,11
1226,7,Compliance Officer,Finance,Contract,"Philadelphia, PA",Medium,2,119.55,81.39,2023-05-02,2023-07-13,Open,12
1227,11,React Developer,IT,Contract-to-Hire,"Denver, CO",Medium,10,93.74,70.79,2024-04-08,2024-07-25,Closed,23
1228,47,RN - ER,Healthcare,Contract-to-Hire,"Newark, NJ",Medium,8,87.89,61.91,2023-01-18,2023-05-04,Filled,10
1229,15,Python Developer,IT,Permanent,"Philadelphia, PA",Low,7,0.0,73089.15,2024-03-03,2024-05-06,Closed,1
1230,33,Salesforce Developer,IT,Contract,"Portland, OR",Low,3,123.79,95.15,2023-06-21,2023-08-15,Open,22
1231,4,SQL Developer,IT,Contract,"McLean, VA",High,8,74.74,56.55,2023-04-15,2023-07-04,Open,22
1232,13,Data Engineer,IT,Contract,"Chicago, IL",High,4,74.1,50.98,2022-07-28,2022-10-21,Open,22
1233,50,Pharmacy Tech,Healthcare,Contract,"San Jose, CA",Medium,4,50.4,35.08,2023-04-28,2023-08-06,Filled,22
1234,30,RN - ICU,Healthcare,Contract,"Los Angeles, CA",Medium,6,111.04,76.57,2022-11-22,2023-01-08,Open,22
1235,28,Accounting Manager,Finance,Permanent,"Houston, TX",Low,1,0.0,94538.78,2022-12-22,2023-03-24,Open,20
1236,50,Salesforce Developer,IT,Contract,"Austin, TX",Medium,2,79.53,56.78,2023-09-18,2024-01-02,Open,5
1237,13,Physical Therapist,Healthcare,Contract,"Charlotte, NC",High,7,66.9,48.4,2023-01-29,2023-05-22,Open,10
1238,25,React Developer,IT,Contract-to-Hire,"Philadelphia, PA",Medium,9,52.79,40.96,2022-07-03,2022-08-22,Open,15
1239,6,Project Engineer,Energy,Contract,"Boston, MA",High,6,104.89,72.39,2024-04-02,2024-05-03,Open,19
1240,25,Medical Coder,Healthcare,Contract-to-Hire,"Minneapolis, MN",High,5,50.93,37.96,2023-02-16,2023-05-11,Filled,9
1241,41,Accounting Manager,Finance,Contract,"Denver, CO",Medium,6,98.29,74.72,2023-05-30,2023-08-15,Closed,12
1242,12,DevOps Engineer,IT,Contract-to-Hire,"Minneapolis, MN",High,6,92.54,66.48,2022-03-23,2022-05-11,Closed,9
1243,33,Cybersecurity Analyst,IT,Permanent,"Denver, CO",Medium,5,0.0,119572.16,2023-03-22,2023-04-27,Open,4
1244,32,Supply Chain Analyst,Logistics,Contract-to-Hire,"Minneapolis, MN",Medium,6,79.37,61.03,2023-01-14,2023-03-17,Open,25
1245,2,Mechanical Engineer,Manufacturing,Permanent,"Atlanta, GA",High,8,0.0,85042.66,2023-01-01,2023-03-25,Open,10
1246,3,Financial Analyst,Finance,Permanent,"Newark, NJ",Medium,4,0.0,73376.25,2022-02-07,2022-05-16,Open,3
1247,7,Pharmacy Tech,Healthcare,Contract,"Philadelphia, PA",Medium,10,108.14,80.38,2022-10-09,2022-12-22,Open,24
1248,34,Mechanical Engineer,Manufacturing,Permanent,"Houston, TX",High,3,0.0,99381.47,2022-12-01,2023-02-16,Closed,24
1249,7,Financial Analyst,Finance,Contract-to-Hire,"Charlotte, NC",Medium,7,91.01,68.49,2023-10-15,2023-12-22,Open,6
1250,17,Accounting Manager,Finance,Contract,"San Jose, CA",Low,5,116.95,84.6,2024-03-23,2024-05-16,Open,20
1251,35,Medical Coder,Healthcare,Contract,"Detroit, MI",Medium,5,105.54,72.28,2023-04-30,2023-06-26,Open,9
1252,43,Medical Coder,Healthcare,Contract,"Minneapolis, MN",High,7,98.37,75.84,2022-10-19,2022-12-22,Open,1
1253,27,Project Engineer,Energy,Contract,"Nashville, TN",High,4,71.98,52.28,2022-11-22,2023-01-03,Open,23
1254,15,SQL Developer,IT,Contract,"Phoenix, AZ",Low,7,98.91,74.46,2024-04-26,2024-07-23,Closed,11
1255,25,Pharmacy Tech,Healthcare,Contract-to-Hire,"Charlotte, NC",Medium,3,124.39,84.74,2022-11-24,2023-02-06,Filled,24
1256,14,Physical Therapist,Healthcare,Permanent,"Minneapolis, MN",Medium,1,0.0,117329.4,2023-02-04,2023-04-07,Closed,3
1257,32,Financial Analyst,Finance,Permanent,"Houston, TX",Medium,5,0.0,138871.04,2022-08-01,2022-11-06,Open,25
1258,29,SQL Developer,IT,Contract-to-Hire,"San Francisco, CA",Low,7,52.37,38.88,2023-10-02,2023-12-16,Filled,25
1259,49,Java Developer,IT,Contract,"Chicago, IL",High,7,94.52,68.91,2023-01-20,2023-04-28,Closed,4
1260,26,DevOps Engineer,IT,Contract,"Atlanta, GA",Medium,9,66.9,46.23,2022-07-02,2022-08-21,Filled,12
1261,14,Credit Analyst,Finance,Contract-to-Hire,"Baltimore, MD",High,6,122.04,86.39,2023-01-07,2023-04-27,Closed,18
1262,26,Pharmacy Tech,Healthcare,Contract,"Denver, CO",High,3,118.72,86.6,2022-10-21,2023-01-16,Filled,10
1263,35,Java Developer,IT,Contract,"Minneapolis, MN",Low,7,111.03,82.79,2022-04-11,2022-06-29,Filled,14
1264,41,Cybersecurity Analyst,IT,Contract,"Phoenix, AZ",Low,10,99.51,69.05,2023-05-31,2023-07-10,Filled,1
1265,40,SQL Developer,IT,Contract,"Minneapolis, MN",High,10,63.32,47.02,2022-04-04,2022-06-20,Filled,18
1266,13,Medical Coder,Healthcare,Contract,"Chicago, IL",High,6,86.62,65.16,2022-06-29,2022-09-27,Open,10
1267,2,.NET Developer,IT,Contract,"Minneapolis, MN",High,3,96.21,69.84,2023-09-10,2023-12-05,Filled,17
1268,8,Financial Analyst,Finance,Permanent,"San Francisco, CA",High,1,0.0,127840.66,2022-09-08,2022-12-06,Open,22
1269,27,Risk Analyst,Finance,Permanent,"Boston, MA",Medium,9,0.0,139665.09,2022-03-14,2022-06-05,Open,23
1270,39,Credit Analyst,Finance,Permanent,"Denver, CO",Medium,7,0.0,118607.32,2023-05-08,2023-06-14,Open,12
1271,46,RN - ICU,Healthcare,Permanent,"Denver, CO",High,3,0.0,112195.11,2023-03-15,2023-04-29,Open,25
1272,38,Mechanical Engineer,Manufacturing,Contract,"Minneapolis, MN",High,8,107.76,77.23,2022-12-14,2023-01-31,Open,9
1273,22,DevOps Engineer,IT,Contract,"Baltimore, MD",Medium,5,86.66,65.07,2022-09-08,2022-11-10,Filled,11
1274,29,Project Engineer,Energy,Contract,"Baltimore, MD",Low,5,95.46,70.59,2022-05-24,2022-07-11,Open,8
1275,24,Telecom Engineer,Telecom,Permanent,"Atlanta, GA",Low,5,0.0,92204.32,2022-11-11,2022-12-31,Filled,23
1276,44,LPN,Healthcare,Contract,"Los Angeles, CA",Medium,7,62.36,47.43,2022-05-31,2022-09-15,Open,21
1277,2,Network Engineer,IT,Contract,"Austin, TX",Low,9,96.66,67.16,2022-09-23,2022-12-08,Filled,16
1278,11,Radiologist Technician,Healthcare,Contract,"Miami, FL",Medium,7,101.51,74.99,2022-11-18,2023-02-22,Filled,21
1279,34,Salesforce Developer,IT,Contract-to-Hire,"Austin, TX",Medium,4,64.03,49.28,2023-11-16,2023-12-24,Open,7
1280,10,Network Engineer,IT,Contract,"San Jose, CA",Medium,8,98.69,74.3,2023-10-28,2023-12-22,Filled,19
1281,41,Actuary,Insurance,Contract,"Miami, FL",Medium,1,117.2,89.61,2022-08-22,2022-10-16,Filled,21
1282,22,DevOps Engineer,IT,Permanent,"Columbus, OH",High,1,0.0,70039.83,2023-07-02,2023-10-08,Filled,19
1283,16,Medical Coder,Healthcare,Contract,"Portland, OR",High,8,70.49,53.15,2023-10-29,2023-12-29,Open,2
1284,18,Radiologist Technician,Healthcare,Permanent,"Newark, NJ",High,9,0.0,85810.74,2022-07-14,2022-08-21,Open,2
1285,15,Cybersecurity Analyst,IT,Contract,"Denver, CO",High,6,96.85,71.49,2022-04-11,2022-07-18,Open,7
1286,8,Physical Therapist,Healthcare,Contract-to-Hire,"Columbus, OH",Low,8,56.67,39.65,2023-08-27,2023-10-23,Open,19
1287,38,Java Developer,IT,Contract-to-Hire,"Denver, CO",High,10,118.89,82.17,2024-03-07,2024-06-27,Closed,25
1288,1,LPN,Healthcare,Contract,"Orlando, FL",Medium,9,110.36,81.68,2023-10-09,2023-11-30,Filled,17
1289,42,React Developer,IT,Contract,"Charlotte, NC",Low,9,71.14,52.16,2022-10-09,2023-02-02,Open,21
1290,8,LPN,Healthcare,Contract,"Miami, FL",High,3,89.01,63.37,2023-04-27,2023-07-29,Open,25
1291,44,RN - ER,Healthcare,Contract,"Charlotte, NC",Low,3,57.57,44.11,2023-10-16,2024-02-10,Open,25
1292,49,DevOps Engineer,IT,Contract,"Charlotte, NC",Medium,2,67.06,48.97,2024-02-24,2024-05-31,Open,20
1293,37,Cybersecurity Analyst,IT,Contract,"Boston, MA",High,10,75.9,53.07,2024-03-15,2024-05-05,Open,11
1294,31,Medical Coder,Healthcare,Permanent,"Baltimore, MD",High,5,0.0,124156.15,2024-01-14,2024-03-18,Filled,10
1295,10,Business Analyst,IT,Contract,"Newark, NJ",Medium,7,76.7,54.87,2022-11-19,2023-02-14,Closed,13
1296,27,Credit Analyst,Finance,Contract,"Philadelphia, PA",High,8,110.98,79.95,2022-12-29,2023-04-20,Open,1
1297,46,Mechanical Engineer,Manufacturing,Contract,"Atlanta, GA",Medium,7,66.69,50.13,2023-01-18,2023-02-20,Filled,11
1298,36,Pharmacy Tech,Healthcare,Contract,"Denver, CO",High,4,113.8,84.41,2022-10-08,2022-11-20,Open,11
1299,31,Accounting Manager,Finance,Permanent,"Dallas, TX",Medium,8,0.0,100240.38,2024-03-10,2024-07-02,Open,9
1300,38,Radiologist Technician,Healthcare,Contract-to-Hire,"Charlotte, NC",Medium,8,54.75,37.54,2022-10-10,2023-01-16,Open,4
1301,9,Physical Therapist,Healthcare,Contract,"Philadelphia, PA",High,10,75.96,57.54,2024-04-24,2024-06-12,Open,19
1302,36,Cybersecurity Analyst,IT,Contract,"Columbus, OH",Medium,9,85.06,60.63,2024-02-21,2024-06-14,Closed,10
1303,2,Compliance Officer,Finance,Contract,"Portland, OR",Medium,8,111.77,76.76,2023-12-30,2024-03-09,Open,6
1304,30,SQL Developer,IT,Contract,"Minneapolis, MN",Medium,10,86.86,61.96,2023-12-22,2024-02-23,Open,5
1305,42,DevOps Engineer,IT,Contract-to-Hire,"Dallas, TX",Low,6,84.19,64.04,2023-06-26,2023-08-02,Open,19
1306,3,RN - ER,Healthcare,Permanent,"Charlotte, NC",Medium,5,0.0,130481.07,2024-03-20,2024-06-26,Closed,11
1307,5,Financial Analyst,Finance,Contract,"Baltimore, MD",High,9,95.22,74.03,2022-04-26,2022-08-02,Open,19
1308,30,Actuary,Insurance,Permanent,"New York, NY",Medium,5,0.0,113763.05,2024-02-09,2024-03-19,Filled,15
1309,48,Telecom Engineer,Telecom,Contract,"Nashville, TN",Medium,9,102.04,70.13,2023-08-13,2023-10-25,Filled,1
1310,37,RN - ICU,Healthcare,Contract,"Austin, TX",Medium,7,50.51,38.53,2022-01-09,2022-03-08,Open,9
1311,15,Supply Chain Analyst,Logistics,Permanent,"Charlotte, NC",High,10,0.0,115590.37,2023-06-30,2023-09-26,Open,23
1312,37,Supply Chain Analyst,Logistics,Contract,"Atlanta, GA",High,9,65.11,45.24,2022-07-05,2022-08-16,Closed,2
1313,9,Credit Analyst,Finance,Permanent,"Houston, TX",High,4,0.0,91138.97,2022-12-02,2023-02-10,Open,10
1314,28,Salesforce Developer,IT,Contract,"Baltimore, MD",High,8,68.64,52.99,2022-12-30,2023-02-01,Open,13
1315,29,Java Developer,IT,Contract,"Boston, MA",Medium,10,80.43,58.29,2022-07-23,2022-09-17,Open,3
1316,33,Salesforce Developer,IT,Permanent,"San Jose, CA",High,8,0.0,119338.88,2022-06-16,2022-08-11,Closed,12
1317,21,Accounting Manager,Finance,Contract-to-Hire,"Miami, FL",Medium,9,65.28,50.82,2023-01-04,2023-04-05,Open,15
1318,1,Java Developer,IT,Contract-to-Hire,"San Jose, CA",Medium,2,114.27,82.28,2022-12-30,2023-03-16,Filled,21
1319,15,React Developer,IT,Contract,"Orlando, FL",Medium,1,102.03,77.65,2022-01-17,2022-03-23,Open,8
1320,37,Salesforce Developer,IT,Contract,"Portland, OR",High,10,60.24,41.9,2023-04-27,2023-05-31,Open,24
1321,19,Risk Analyst,Finance,Contract,"Philadelphia, PA",Low,3,99.4,75.78,2022-06-26,2022-08-17,Open,12
1322,8,Telecom Engineer,Telecom,Contract,"Boston, MA",Medium,10,52.4,36.7,2023-10-03,2023-12-19,Open,1
1323,2,Project Engineer,Energy,Contract,"Newark, NJ",High,9,52.28,38.01,2022-05-28,2022-08-18,Filled,25
1324,47,Radiologist Technician,Healthcare,Permanent,"San Jose, CA",High,2,0.0,77730.52,2022-01-16,2022-03-31,Filled,3
1325,31,DevOps Engineer,IT,Contract-to-Hire,"Columbus, OH",Low,1,128.67,98.51,2023-03-27,2023-05-13,Open,16
1326,17,Physical Therapist,Healthcare,Contract,"Phoenix, AZ",Medium,8,75.83,55.66,2023-11-16,2023-12-28,Closed,7
1327,15,Data Engineer,IT,Permanent,"Los Angeles, CA",High,2,0.0,74735.57,2022-08-19,2022-12-11,Filled,10
1328,40,Telecom Engineer,Telecom,Contract,"Newark, NJ",Medium,8,69.98,49.34,2023-11-07,2024-01-14,Closed,17
1329,37,Medical Coder,Healthcare,Contract,"Philadelphia, PA",High,10,110.79,76.8,2023-01-19,2023-05-13,Open,24
1330,25,Telecom Engineer,Telecom,Contract,"Austin, TX",High,4,113.54,88.33,2022-05-27,2022-09-15,Open,13
1331,1,SQL Developer,IT,Permanent,"McLean, VA",Low,7,0.0,101058.23,2022-07-12,2022-10-30,Filled,7
1332,40,LPN,Healthcare,Contract,"Seattle, WA",Medium,6,93.67,64.8,2023-11-03,2024-02-06,Open,9
1333,32,SQL Developer,IT,Permanent,"San Jose, CA",Low,5,0.0,99223.7,2023-11-16,2024-01-28,Open,12
1334,42,RN - ER,Healthcare,Contract,"Chicago, IL",High,9,127.18,88.09,2023-04-14,2023-05-28,Open,5
1335,23,Supply Chain Analyst,Logistics,Contract,"Houston, TX",Medium,9,86.21,63.39,2023-06-01,2023-07-24,Open,5
1336,44,Mechanical Engineer,Manufacturing,Contract,"Newark, NJ",Low,3,112.07,78.43,2022-12-29,2023-04-05,Closed,17
1337,4,Medical Coder,Healthcare,Permanent,"Chicago, IL",High,6,0.0,92199.21,2023-12-12,2024-03-18,Open,4
1338,11,Risk Analyst,Finance,Permanent,"Baltimore, MD",Low,10,0.0,81969.31,2024-01-04,2024-02-22,Filled,7
1339,4,Cloud Architect,IT,Contract-to-Hire,"Philadelphia, PA",Medium,3,73.72,56.77,2023-05-03,2023-07-31,Open,1
1340,17,.NET Developer,IT,Permanent,"New York, NY",Low,2,0.0,115109.01,2024-01-22,2024-05-09,Open,25
1341,9,RN - ER,Healthcare,Contract,"Chicago, IL",Medium,7,88.47,61.58,2023-02-05,2023-03-27,Closed,7
1342,23,Network Engineer,IT,Contract,"Los Angeles, CA",Low,3,68.1,52.77,2023-02-16,2023-04-02,Open,15
1343,44,Data Engineer,IT,Contract,"San Jose, CA",Low,2,110.85,75.5,2023-06-18,2023-08-26,Closed,16
1344,43,Network Engineer,IT,Contract-to-Hire,"Newark, NJ",High,2,73.91,51.18,2023-09-17,2023-12-14,Open,9
1345,25,Python Developer,IT,Contract,"Detroit, MI",Medium,5,59.03,42.89,2022-06-22,2022-10-20,Open,17
1346,6,DevOps Engineer,IT,Permanent,"McLean, VA",Medium,7,0.0,136980.08,2022-09-05,2022-12-29,Filled,2
1347,7,Financial Analyst,Finance,Contract,"Seattle, WA",Medium,7,117.39,88.42,2023-10-18,2024-01-21,Open,12
1348,1,.NET Developer,IT,Contract,"Detroit, MI",Low,7,107.05,77.99,2023-05-22,2023-07-19,Open,4
1349,46,Credit Analyst,Finance,Contract-to-Hire,"Boston, MA",Medium,1,94.85,72.44,2023-09-14,2023-12-19,Closed,4
1350,42,Clinical Data Manager,Pharma,Contract,"Baltimore, MD",Low,10,96.05,66.44,2022-09-02,2022-11-17,Filled,13
1351,48,Compliance Officer,Finance,Contract,"Denver, CO",High,7,77.78,59.02,2023-08-11,2023-11-15,Filled,22
1352,2,Actuary,Insurance,Contract,"Charlotte, NC",Medium,1,95.35,65.07,2022-04-12,2022-06-18,Filled,9
1353,44,Business Analyst,IT,Contract,"Seattle, WA",Medium,8,78.19,60.72,2023-04-02,2023-05-08,Open,25
1354,11,Project Engineer,Energy,Contract,"Nashville, TN",Medium,3,94.68,72.56,2022-11-26,2023-02-15,Filled,3
1355,23,SQL Developer,IT,Permanent,"Chicago, IL",High,2,0.0,105367.61,2022-11-21,2023-01-29,Filled,11
1356,32,Radiologist Technician,Healthcare,Contract,"Portland, OR",Medium,8,110.53,77.39,2023-05-13,2023-07-26,Open,25
1357,11,Salesforce Developer,IT,Contract,"Atlanta, GA",Low,5,51.27,35.84,2023-06-03,2023-09-30,Closed,18
1358,26,Salesforce Developer,IT,Permanent,"New York, NY",Low,7,0.0,117172.71,2022-04-06,2022-05-17,Open,5
1359,22,Compliance Officer,Finance,Permanent,"Los Angeles, CA",Medium,10,0.0,91534.97,2023-01-30,2023-03-14,Closed,3
1360,15,SQL Developer,IT,Contract-to-Hire,"Los Angeles, CA",High,8,116.09,81.8,2023-11-15,2024-01-19,Open,23
1361,16,Network Engineer,IT,Contract,"Los Angeles, CA",High,1,85.23,64.87,2022-01-13,2022-03-21,Closed,16
1362,29,Mechanical Engineer,Manufacturing,Contract-to-Hire,"New York, NY",Low,10,94.51,73.7,2023-02-27,2023-04-21,Filled,21
1363,25,Clinical Data Manager,Pharma,Contract,"Seattle, WA",Medium,4,106.54,82.91,2023-03-18,2023-06-03,Open,18
1364,5,Business Analyst,IT,Contract,"Portland, OR",Low,3,75.73,57.76,2022-09-10,2022-12-17,Open,17
1365,31,Compliance Officer,Finance,Permanent,"Phoenix, AZ",Low,4,0.0,88511.36,2022-08-22,2022-11-04,Filled,9
1366,4,Clinical Data Manager,Pharma,Contract-to-Hire,"Philadelphia, PA",High,9,99.5,72.61,2022-03-08,2022-04-28,Filled,18
1367,4,Financial Analyst,Finance,Contract,"Houston, TX",High,5,88.13,66.15,2023-11-30,2024-02-13,Closed,9
1368,47,Telecom Engineer,Telecom,Contract,"Portland, OR",Medium,4,107.09,78.08,2024-02-22,2024-04-09,Filled,10
1369,45,Pharmacy Tech,Healthcare,Contract,"Miami, FL",Low,10,76.44,56.34,2023-02-21,2023-04-10,Open,1
1370,4,Radiologist Technician,Healthcare,Contract,"Houston, TX",Low,7,97.0,73.47,2023-09-21,2023-10-29,Open,24
1371,16,Cybersecurity Analyst,IT,Permanent,"San Francisco, CA",Medium,2,0.0,123030.07,2022-07-05,2022-08-07,Open,3
1372,26,DevOps Engineer,IT,Permanent,"Minneapolis, MN",Medium,8,0.0,117569.65,2023-02-01,2023-04-24,Open,11
1373,7,Salesforce Developer,IT,Contract,"Seattle, WA",High,5,78.41,58.86,2023-05-27,2023-07-07,Filled,7
1374,23,Network Engineer,IT,Contract,"Miami, FL",Low,1,77.18,58.28,2022-09-21,2022-10-23,Closed,2
1375,24,Risk Analyst,Finance,Contract,"Miami, FL",Medium,7,63.48,49.28,2022-01-13,2022-02-12,Open,1
1376,37,Project Engineer,Energy,Permanent,"Houston, TX",Low,8,0.0,93112.7,2022-06-26,2022-08-19,Open,18
1377,23,Cybersecurity Analyst,IT,Contract,"Phoenix, AZ",High,8,119.77,92.37,2023-01-19,2023-05-02,Open,17
1378,29,Data Engineer,IT,Contract,"San Jose, CA",Medium,2,99.77,77.18,2024-04-06,2024-06-14,Open,22
1379,38,Salesforce Developer,IT,Permanent,"San Jose, CA",Low,3,0.0,77553.9,2023-05-25,2023-07-18,Closed,11
1380,43,LPN,Healthcare,Permanent,"Denver, CO",Low,2,0.0,127382.76,2022-04-30,2022-08-23,Open,8
1381,10,Business Analyst,IT,Contract,"Boston, MA",High,8,126.83,92.47,2022-02-12,2022-04-28,Closed,4
1382,34,Supply Chain Analyst,Logistics,Contract,"Miami, FL",Low,9,103.08,73.4,2023-07-31,2023-11-11,Filled,25
1383,42,Pharmacy Tech,Healthcare,Contract,"Baltimore, MD",Medium,7,72.6,50.35,2022-07-22,2022-09-27,Filled,13
1384,32,.NET Developer,IT,Contract,"Orlando, FL",Medium,8,89.3,63.6,2023-09-17,2023-12-05,Open,25
1385,45,Risk Analyst,Finance,Contract,"Houston, TX",Low,9,92.2,63.08,2022-11-11,2023-02-24,Open,21
